setting,key
quantile_band_10%,2011_09_26_drive_0013_sync_image_0000000098_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0013_sync_image_0000000107_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0013_sync_image_0000000110_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000035_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000041_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000044_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000098_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000104_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000104_image_02.png|seg_1
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000107_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000110_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000155_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000158_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000179_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000182_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000206_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000209_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000212_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000215_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000221_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000230_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000233_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000236_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000239_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000242_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000248_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000248_image_02.png|seg_1
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000257_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000260_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000263_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000266_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000269_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000275_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000311_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000311_image_03.png|seg_1
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000314_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000317_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000320_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000323_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000329_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000332_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000332_image_02.png|seg_1
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000338_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000362_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000365_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000377_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000380_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000386_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000398_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000404_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000407_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000410_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000416_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000419_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000428_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000428_image_02.png|seg_1
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000434_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0023_sync_image_0000000467_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000035_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000035_image_02.png|seg_1
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000041_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000050_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000062_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000098_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000101_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000104_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000110_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000119_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000122_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000125_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000125_image_02.png|seg_1
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000131_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000134_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000149_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000173_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000209_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000215_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000218_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000221_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000242_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000245_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000284_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000299_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000317_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000338_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000341_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000347_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000350_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000374_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000386_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000398_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000440_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000494_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000500_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000506_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000614_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000620_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000704_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000722_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000734_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000740_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0036_sync_image_0000000752_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0079_sync_image_0000000023_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0079_sync_image_0000000029_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0079_sync_image_0000000041_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0079_sync_image_0000000053_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000008_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000020_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000026_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000038_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000038_image_02.png|seg_1
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000038_image_02.png|seg_2
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000044_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000050_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000092_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000095_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000104_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000116_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000131_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000134_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000134_image_02.png|seg_1
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000146_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000146_image_02.png|seg_1
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000149_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000152_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000170_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000173_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000176_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000194_image_02.png|seg_0
quantile_band_10%,2011_09_26_drive_0095_sync_image_0000000233_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0113_sync_image_0000000077_image_03.png|seg_0
quantile_band_10%,2011_09_26_drive_0113_sync_image_0000000080_image_02.png|seg_0
quantile_band_10%,2011_09_28_drive_0037_sync_image_0000000023_image_02.png|seg_0
quantile_band_10%,2011_09_28_drive_0037_sync_image_0000000077_image_02.png|seg_0
quantile_band_10%,2011_09_28_drive_0037_sync_image_0000000080_image_03.png|seg_0
quantile_band_10%,2011_09_28_drive_0037_sync_image_0000000083_image_02.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000047_image_02.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000050_image_03.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000056_image_02.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000059_image_03.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000065_image_02.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000068_image_03.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000074_image_02.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000077_image_03.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000083_image_02.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000086_image_03.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000095_image_03.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000113_image_03.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000116_image_02.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000119_image_03.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000122_image_02.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000125_image_03.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000128_image_02.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000131_image_03.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000134_image_02.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000137_image_03.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000137_image_03.png|seg_1
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000140_image_02.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000143_image_03.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000146_image_02.png|seg_0
quantile_band_10%,2011_09_30_drive_0016_sync_image_0000000155_image_03.png|seg_0
quantile_band_10%,2011_10_03_drive_0047_sync_image_0000000041_image_03.png|seg_0
quantile_band_10%,2011_10_03_drive_0047_sync_image_0000000245_image_02.png|seg_0
quantile_band_10%,2011_10_03_drive_0047_sync_image_0000000278_image_03.png|seg_0
quantile_band_10%,2011_10_03_drive_0047_sync_image_0000000665_image_02.png|seg_0
quantile_band_10%,2011_10_03_drive_0047_sync_image_0000000746_image_03.png|seg_0
quantile_band_10%,2011_10_03_drive_0047_sync_image_0000000761_image_02.png|seg_0
quantile_band_10%,2011_10_03_drive_0047_sync_image_0000000764_image_03.png|seg_0
quantile_band_10%,2011_10_03_drive_0047_sync_image_0000000770_image_03.png|seg_0
quantile_band_10%,2011_10_03_drive_0047_sync_image_0000000776_image_03.png|seg_0
quantile_band_10%,2011_10_03_drive_0047_sync_image_0000000782_image_03.png|seg_0
quantile_band_20%,2011_09_26_drive_0002_sync_image_0000000047_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0002_sync_image_0000000050_image_03.png|seg_0
quantile_band_20%,2011_09_26_drive_0005_sync_image_0000000011_image_03.png|seg_0
quantile_band_20%,2011_09_26_drive_0005_sync_image_0000000044_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0005_sync_image_0000000056_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0005_sync_image_0000000080_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0005_sync_image_0000000086_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0005_sync_image_0000000092_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0005_sync_image_0000000092_image_02.png|seg_1
quantile_band_20%,2011_09_26_drive_0005_sync_image_0000000095_image_03.png|seg_0
quantile_band_20%,2011_09_26_drive_0005_sync_image_0000000095_image_03.png|seg_1
quantile_band_20%,2011_09_26_drive_0005_sync_image_0000000107_image_03.png|seg_0
quantile_band_20%,2011_09_26_drive_0005_sync_image_0000000110_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0005_sync_image_0000000116_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0005_sync_image_0000000119_image_03.png|seg_0
quantile_band_20%,2011_09_26_drive_0005_sync_image_0000000128_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0005_sync_image_0000000131_image_03.png|seg_0
quantile_band_20%,2011_09_26_drive_0005_sync_image_0000000134_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0005_sync_image_0000000140_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0005_sync_image_0000000146_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0013_sync_image_0000000005_image_03.png|seg_0
quantile_band_20%,2011_09_26_drive_0013_sync_image_0000000011_image_03.png|seg_0
quantile_band_20%,2011_09_26_drive_0013_sync_image_0000000017_image_03.png|seg_0
quantile_band_20%,2011_09_26_drive_0013_sync_image_0000000020_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0013_sync_image_0000000023_image_03.png|seg_0
quantile_band_20%,2011_09_26_drive_0013_sync_image_0000000026_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0013_sync_image_0000000029_image_03.png|seg_0
quantile_band_20%,2011_09_26_drive_0013_sync_image_0000000032_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0013_sync_image_0000000050_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0013_sync_image_0000000053_image_03.png|seg_0
quantile_band_20%,2011_09_26_drive_0013_sync_image_0000000068_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0013_sync_image_0000000098_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0013_sync_image_0000000107_image_03.png|seg_0
quantile_band_20%,2011_09_26_drive_0013_sync_image_0000000110_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0023_sync_image_0000000035_image_03.png|seg_0
quantile_band_20%,2011_09_26_drive_0023_sync_image_0000000041_image_03.png|seg_0
quantile_band_20%,2011_09_26_drive_0023_sync_image_0000000044_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0023_sync_image_0000000098_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0023_sync_image_0000000104_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0023_sync_image_0000000104_image_02.png|seg_1
quantile_band_20%,2011_09_26_drive_0023_sync_image_0000000107_image_03.png|seg_0
quantile_band_20%,2011_09_26_drive_0023_sync_image_0000000110_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0023_sync_image_0000000155_image_03.png|seg_0
quantile_band_20%,2011_09_26_drive_0023_sync_image_0000000158_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0023_sync_image_0000000179_image_03.png|seg_0
quantile_band_20%,2011_09_26_drive_0023_sync_image_0000000182_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0023_sync_image_0000000206_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0023_sync_image_0000000209_image_03.png|seg_0
quantile_band_20%,2011_09_26_drive_0023_sync_image_0000000212_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0023_sync_image_0000000215_image_03.png|seg_0
quantile_band_20%,2011_09_26_drive_0023_sync_image_0000000221_image_03.png|seg_0
quantile_band_20%,2011_09_26_drive_0023_sync_image_0000000230_image_02.png|seg_0
quantile_band_20%,2011_09_26_drive_0023_sync_image_0000000233_image_03.png|seg_0
quantile_band_20%,2011_09_26_drive_0023_sync_image_0000000236_image_02.png|seg_0
